datetime,DO,PH,AMMONIA(mg/l),TEMP,NITRATE(PPM),TURBIDITY,feed_label
2022-02-01 08:20:00,10.19906,5.555,0.06024,23.91356,13.362,23.8032,1
2022-02-01 08:40:00,9.30788,5.252,0.018072,23.92368,18.462,27.3942,1
2022-02-01 09:00:00,8.71376,5.252,0.038152,24.09572,11.016,20.007,1
2022-02-01 09:20:00,7.22846,5.05,0.039156,24.1362,1.836,19.2888,1
2022-02-01 09:40:00,11.3873,5.353,0.057228,24.3892,22.44,32.832,1
2022-02-01 10:00:00,9.50592,5.959,0.056224,24.50052,18.054,21.033,1
2022-02-01 10:20:00,10.79318,5.858,0.06526,24.60172,10.914,31.0878,1
2022-02-01 10:40:00,5.9412,5.05,0.006024,24.6422,1.428,32.7294,1
2022-02-01 11:00:00,9.4069,5.454,0.013052,24.8952,8.568,30.9852,1
2022-02-01 11:20:00,7.52552,5.454,0.061244,24.96604,11.628,30.5748,1
2022-02-01 11:40:00,6.73336,5.05,0.013052,24.98628,20.91,34.0632,1
2022-02-01 12:00:00,6.04022,5.858,0.053212,24.9964,12.75,29.8566,1
2022-02-01 12:20:00,7.82258,6.06,0.048192,25.43156,5.1,21.6486,1
2022-02-01 12:40:00,6.73336,5.05,0.092368,25.4518,25.5,30.0618,1
2022-02-01 13:00:00,11.8824,5.656,0.089356,25.68456,28.05,27.3942,1
2022-02-01 13:20:00,10.19906,5.555,0.008032,26.12984,0.918,25.2396,1
2022-02-01 13:40:00,8.71376,5.353,0.089356,26.2614,29.682,22.9824,1
2022-02-01 14:00:00,6.63434,5.454,0.04518,26.17032,3.978,22.6746,1
2022-02-01 14:20:00,11.09024,5.05,0.091364,26.08936,15.606,30.6774,1
2022-02-01 14:40:00,11.09024,5.454,0.024096,25.66432,18.258,24.2136,1
2022-02-01 15:00:00,6.04022,5.757,0.054216,25.28988,12.546,30.1644,1
2022-02-01 15:20:00,9.20886,5.858,0.0502,25.23928,30.294,21.1356,1
2022-02-01 15:40:00,7.12944,5.252,0.0502,25.02676,8.262,22.059,1
2022-02-01 16:00:00,11.3873,5.353,0.056224,24.82436,3.978,33.6528,1
2022-02-01 16:20:00,6.4363,5.555,0.05522,24.72316,1.02,35.2944,1
2022-02-01 16:40:00,6.9314,5.151,0.003012,24.67256,24.072,35.2944,1
2022-02-01 17:00:00,6.53532,5.757,0.02008,24.53088,30.498,32.5242,1
2022-02-01 17:20:00,8.71376,5.757,0.076304,24.47016,6.63,32.6268,1
2022-02-01 17:40:00,8.71376,6.06,0.003012,24.40944,24.684,20.2122,1
2022-02-01 18:00:00,7.32748,6.06,0.06526,24.3892,2.652,34.884,1
2022-02-01 18:20:00,9.01082,6.06,0.092368,24.35884,20.91,19.1862,1
2022-02-01 18:40:00,7.62454,5.353,0.01506,24.34872,28.152,30.267,1
2022-02-01 19:00:00,9.60494,6.06,0.051204,24.17668,20.094,28.0098,1
2022-02-01 19:20:00,5.9412,5.959,0.061244,24.14632,21.93,27.8046,1
2022-02-01 19:40:00,8.81278,5.454,0.028112,24.07548,16.524,34.4736,1
2022-02-01 20:00:00,9.20886,5.05,0.017068,23.99452,19.482,26.7786,1
2022-02-01 20:20:00,10.69416,5.151,0.09036,23.6808,11.526,26.676,1
2022-02-01 20:40:00,7.9216,5.454,0.083332,23.51888,0.306,26.5734,1
2022-02-01 21:00:00,8.81278,5.252,0.068272,23.43792,22.542,19.6992,1
2022-02-01 21:20:00,9.50592,5.252,0.061244,23.41768,1.734,28.8306,1
2022-02-01 21:40:00,11.48632,5.353,0.092368,23.1748,16.83,27.3942,1
2022-02-01 22:00:00,8.81278,5.353,0.01004,22.96228,21.624,23.1876,1
2022-02-01 22:20:00,9.902,5.454,0.012048,22.94204,21.624,22.059,1
2022-02-01 22:40:00,9.80298,5.656,0.04518,22.84084,23.052,24.8292,1
2022-02-01 23:00:00,8.71376,5.252,0.046184,22.70928,13.566,20.2122,1
2022-02-01 23:20:00,11.8824,5.757,0.098392,22.67892,30.192,33.2424,1
2022-02-01 23:40:00,10.29808,5.959,0.049196,22.94204,0.918,33.6528,1
2022-02-02 00:00:00,8.02062,5.555,0.058232,22.86108,0.816,31.3956,1
2022-02-02 00:20:00,11.18926,5.757,0.068272,22.84084,20.706,24.0084,1
2022-02-02 00:40:00,6.4363,5.757,0.00502,22.80036,25.194,21.4434,1
2022-02-02 01:00:00,9.10984,5.353,0.067268,22.79024,25.092,34.9866,1
2022-02-02 01:20:00,10.29808,5.959,0.049196,22.47652,21.828,21.2382,1
2022-02-02 01:40:00,9.10984,5.151,0.002008,22.38544,24.582,30.6774,1
2022-02-02 02:00:00,6.73336,5.05,0.089356,22.29436,27.54,31.293,1
2022-02-02 02:20:00,11.48632,5.454,0.031124,22.14256,0.204,21.3408,1
2022-02-02 02:40:00,10.49612,5.656,0.094376,22.05148,7.242,31.9086,1
2022-02-02 03:00:00,6.63434,5.757,0.077308,21.93004,15.3,28.4202,1
2022-02-02 03:20:00,10.00102,5.353,0.019076,21.87944,3.978,32.2164,1
2022-02-02 03:40:00,8.51572,5.05,0.064256,21.8086,6.834,21.2382,1
2022-02-02 04:00:00,6.4363,5.353,0.019076,21.758,5.1,34.4736,1
2022-02-02 04:20:00,6.13924,5.353,0.05522,21.71752,20.604,35.2944,1
2022-02-02 04:40:00,10.19906,5.555,0.012048,21.6062,28.764,22.4694,1
2022-02-02 05:00:00,10.00102,5.858,0.039156,21.77824,24.786,24.624,1
2022-02-02 05:20:00,11.58534,5.454,0.061244,22.18304,24.99,34.1658,1
2022-02-02 05:40:00,11.78338,5.252,0.071284,22.19316,24.786,31.293,1
2022-02-02 06:00:00,10.59514,5.353,0.029116,22.22352,22.848,24.2136,1
2022-02-02 06:20:00,8.61474,5.252,0.05522,22.57772,19.686,30.0618,1
2022-02-02 06:40:00,11.48632,5.151,0.021084,23.33672,10.914,24.9318,1
2022-02-02 07:00:00,7.22846,5.454,0.049196,23.4278,5.916,23.7006,1
2022-02-02 07:20:00,8.4167,5.05,0.0502,22.47652,28.968,34.4736,1
2022-02-02 07:40:00,9.70396,5.858,0.087348,22.53724,10.914,33.2424,1
2022-02-02 08:00:00,11.58534,5.151,0.1004,22.79024,27.234,21.033,1
2022-02-02 08:20:00,10.79318,5.252,0.077308,23.60996,26.826,25.0344,1
2022-02-02 08:40:00,6.73336,5.757,0.04016,23.60996,14.79,28.5228,1
2022-02-02 09:00:00,11.78338,5.959,0.09538,23.71116,1.53,29.754,1
2022-02-02 09:20:00,8.11964,5.151,0.018072,24.035,0.306,20.4174,1
2022-02-02 09:40:00,7.22846,5.555,0.03012,24.04512,17.748,21.033,1
2022-02-02 10:00:00,9.10984,5.959,0.093372,24.16656,13.158,23.9058,1
2022-02-02 10:20:00,6.33728,5.858,0.056224,24.27788,1.53,29.241,1
2022-02-02 10:40:00,10.49612,5.959,0.083332,24.30824,19.278,31.806,1
2022-02-02 11:00:00,9.4069,5.858,0.097388,24.31836,12.75,24.9318,1
2022-02-02 11:20:00,10.99122,5.858,0.078312,24.794,21.522,24.9318,1
2022-02-02 11:40:00,7.9216,5.353,0.077308,24.80412,15.402,20.4174,1
2022-02-02 12:00:00,9.30788,5.353,0.031124,25.11784,13.77,32.319,1
2022-02-02 12:20:00,9.10984,5.05,0.021084,25.38096,28.05,22.6746,1
2022-02-02 12:40:00,10.99122,5.656,0.09538,25.64408,9.894,22.059,1
2022-02-02 13:00:00,9.902,5.757,0.071284,26.03876,8.364,27.5994,1
2022-02-02 13:20:00,7.82258,5.252,0.076304,26.28164,15.3,24.9318,1
2022-02-02 13:40:00,7.03042,5.151,0.008032,26.30188,1.734,30.8826,1
2022-02-02 14:00:00,6.83238,5.555,0.007028,26.2614,2.448,29.9592,1
2022-02-02 14:20:00,9.70396,6.06,0.071284,26.19056,3.672,25.8552,1
2022-02-02 14:40:00,6.13924,5.858,0.054216,26.13996,8.67,30.78,1
2022-02-02 15:00:00,10.59514,5.151,0.014056,26.04888,24.99,19.9044,1
2022-02-02 15:20:00,8.9118,5.555,0.011044,25.92744,28.05,28.0098,1
2022-02-02 15:40:00,6.4363,5.454,0.009036,25.91732,23.97,30.3696,1
2022-02-02 16:00:00,6.63434,5.555,0.059236,25.84648,16.422,31.4982,1
2022-02-02 16:20:00,11.3873,5.05,0.026104,25.56312,29.274,28.8306,1
2022-02-02 16:40:00,7.22846,5.757,0.093372,25.52264,15.708,28.8306,1
2022-02-02 17:00:00,6.53532,5.151,0.062248,25.11784,17.136,23.2902,1
2022-02-02 17:20:00,10.00102,5.656,0.019076,25.047,29.172,24.7266,1
2022-02-02 17:40:00,6.13924,5.151,0.096384,24.87496,6.936,20.3148,1
2022-02-02 18:00:00,6.73336,5.151,0.049196,24.83448,8.262,25.137,1
2022-02-02 18:20:00,9.70396,5.959,0.083332,24.541,25.602,29.3436,1
2022-02-02 18:40:00,11.78338,5.05,0.08534,24.52076,3.978,32.6268,1
2022-02-02 19:00:00,7.62454,5.353,0.017068,24.41956,23.052,19.5966,1
2022-02-02 19:20:00,11.48632,5.858,0.00502,24.2374,5.304,20.52,1
2022-02-02 19:40:00,7.22846,5.959,0.022088,24.22728,15.606,24.5214,1
2022-02-02 20:00:00,8.9118,5.353,0.041164,24.17668,9.384,31.7034,1
2022-02-02 20:20:00,9.01082,5.555,0.03012,24.1362,4.998,35.1918,1
2022-02-02 20:40:00,10.29808,6.06,0.03012,23.96416,26.112,32.832,1
2022-02-02 21:00:00,8.31768,5.05,0.023092,23.782,24.786,35.1918,1
2022-02-02 21:20:00,11.09024,6.06,0.067268,23.75164,5.508,31.9086,1
2022-02-02 21:40:00,6.73336,5.05,0.041164,23.62008,20.094,27.4968,1
2022-02-02 22:00:00,6.23826,5.555,0.037148,23.53912,23.46,19.6992,1
2022-02-02 22:20:00,9.60494,5.05,0.009036,23.48852,1.53,20.52,1
2022-02-02 22:40:00,7.32748,5.656,0.041164,23.41768,18.564,25.4448,1
2022-02-02 23:00:00,10.19906,5.959,0.07028,23.34684,5.406,29.8566,1
2022-02-02 23:20:00,10.69416,5.05,0.034136,23.06348,8.466,23.2902,1
2022-02-02 23:40:00,7.12944,5.656,0.063252,22.96228,22.44,20.007,1
2022-02-03 00:00:00,6.63434,5.555,0.016064,23.16468,30.294,20.2122,1
2022-02-03 00:20:00,11.68436,5.252,0.021084,22.99264,6.222,23.9058,1
2022-02-03 00:40:00,6.83238,5.05,0.092368,22.98252,2.448,30.4722,1
2022-02-03 01:00:00,10.59514,5.656,0.092368,22.72952,3.366,31.6008,1
2022-02-03 01:20:00,6.53532,5.252,0.09538,22.6182,2.142,27.5994,1
2022-02-03 01:40:00,11.8824,6.06,0.072288,22.60808,23.766,34.6788,1
2022-02-03 02:00:00,9.30788,5.757,0.057228,22.59796,26.724,27.4968,1
2022-02-03 02:20:00,9.70396,5.151,0.056224,22.48664,8.16,30.8826,1
2022-02-03 02:40:00,8.81278,5.353,0.069276,22.28424,25.296,27.9072,1
2022-02-03 03:00:00,11.78338,5.05,0.074296,22.22352,15.504,28.6254,1
2022-02-03 03:20:00,8.31768,5.151,0.039156,22.05148,13.77,32.9346,1
2022-02-03 03:40:00,10.10004,5.454,0.009036,21.98064,3.264,28.9332,1
2022-02-03 04:00:00,8.51572,5.05,0.006024,21.9604,0.408,31.1904,1
2022-02-03 04:20:00,11.3873,5.757,0.04016,21.73776,9.996,29.241,1
2022-02-03 04:40:00,11.58534,5.959,0.013052,21.38356,6.936,22.2642,1
2022-02-03 05:00:00,8.61474,5.05,0.06526,21.6062,26.826,35.1918,1
2022-02-03 05:20:00,9.902,5.05,0.004016,21.61632,10.098,24.7266,1
2022-02-03 05:40:00,8.31768,5.05,0.067268,21.64668,2.856,29.4462,1
2022-02-03 06:00:00,11.78338,6.06,0.0502,22.04136,16.932,28.215,1
2022-02-03 06:20:00,8.9118,5.151,0.003012,22.07172,3.366,23.3928,1
2022-02-03 06:40:00,8.11964,5.454,0.011044,22.33484,18.666,27.4968,1
2022-02-03 07:00:00,10.8922,6.06,0.083332,22.33484,14.892,30.267,1
2022-02-03 07:20:00,8.51572,5.757,0.066264,23.50876,22.542,22.2642,1
2022-02-03 07:40:00,9.50592,5.858,0.03514,23.5796,2.652,22.1616,1
2022-02-03 08:00:00,10.19906,5.05,0.011044,23.81236,7.038,34.884,1
2022-02-03 08:20:00,6.53532,5.151,0.0753,24.035,22.95,28.5228,1
2022-02-03 08:40:00,7.12944,5.252,0.043172,24.31836,13.77,30.0618,1
2022-02-03 09:00:00,8.02062,5.151,0.044176,24.3386,1.428,27.702,1
2022-02-03 09:20:00,6.63434,5.656,0.082328,24.3386,20.502,34.9866,1
2022-02-03 09:40:00,9.80298,5.757,0.027108,24.51064,21.012,25.2396,1
2022-02-03 10:00:00,5.9412,5.656,0.096384,24.58148,18.972,22.059,1
2022-02-03 10:20:00,8.71376,5.656,0.079316,24.68268,14.484,21.7512,1
2022-02-03 10:40:00,10.69416,5.858,0.017068,24.68268,23.868,23.9058,1
2022-02-03 11:00:00,7.72356,5.05,0.04518,25.05712,0.714,20.6226,1
2022-02-03 11:20:00,8.4167,5.252,0.096384,25.1988,18.972,25.4448,1
2022-02-03 11:40:00,8.4167,5.959,0.018072,25.22916,14.28,19.1862,1
2022-02-03 12:00:00,7.22846,5.353,0.093372,25.31012,8.262,27.702,1
2022-02-03 12:20:00,10.49612,5.454,0.032128,25.43156,9.996,20.007,1
2022-02-03 12:40:00,6.83238,5.656,0.058232,25.47204,1.938,31.0878,1
2022-02-03 13:00:00,11.3873,5.252,0.03012,25.8566,8.568,34.371,1
2022-02-03 13:20:00,11.78338,5.151,0.017068,25.94768,9.894,30.3696,1
2022-02-03 13:40:00,7.62454,5.454,0.07028,26.39296,29.274,22.8798,1
2022-02-03 14:00:00,6.04022,5.656,0.092368,26.38284,28.05,22.1616,1
2022-02-03 14:20:00,7.4265,5.555,0.031124,26.17032,6.63,28.1124,1
2022-02-03 14:40:00,5.9412,5.454,0.073292,26.13996,27.132,22.8798,1
2022-02-03 15:00:00,6.9314,5.757,0.077308,26.059,17.85,30.3696,1
2022-02-03 15:20:00,6.83238,5.454,0.047188,26.03876,16.932,32.0112,1
2022-02-03 15:40:00,6.4363,5.757,0.026104,25.9578,14.892,32.832,1
2022-02-03 16:00:00,9.70396,6.06,0.024096,25.88696,30.09,25.5474,1
2022-02-03 16:20:00,10.79318,5.151,0.059236,25.7554,18.462,24.9318,1
2022-02-03 16:40:00,5.9412,5.151,0.057228,25.67444,25.092,26.5734,1
2022-02-03 17:00:00,7.9216,5.757,0.011044,25.4518,23.868,20.1096,1
2022-02-03 17:20:00,9.70396,5.757,0.021084,25.4518,17.34,26.3682,1
2022-02-03 17:40:00,10.79318,5.151,0.03514,25.4012,26.928,24.111,1
2022-02-03 18:00:00,6.73336,6.06,0.062248,25.37084,19.89,22.4694,1
2022-02-03 18:20:00,7.22846,5.454,0.094376,25.27976,9.996,34.371,1
2022-02-03 18:40:00,7.72356,5.252,0.07028,25.16844,23.868,19.5966,1
2022-02-03 19:00:00,7.22846,5.05,0.082328,24.98628,11.22,32.2164,1
2022-02-03 19:20:00,8.02062,5.555,0.062248,24.95592,8.466,33.2424,1
2022-02-03 19:40:00,10.59514,5.858,0.053212,24.95592,28.968,23.3928,1
2022-02-03 20:00:00,10.00102,5.757,0.056224,24.794,17.646,30.1644,1
2022-02-03 20:20:00,10.00102,5.555,0.054216,24.50052,18.258,21.9564,1
2022-02-03 20:40:00,11.8824,5.454,0.088352,24.4398,17.034,23.1876,1
2022-02-03 21:00:00,8.31768,5.555,0.078312,24.39932,13.056,26.7786,1
2022-02-03 21:20:00,8.51572,5.05,0.06526,24.35884,18.054,30.5748,1
2022-02-03 21:40:00,10.29808,5.555,0.01004,24.29812,2.958,26.5734,1
2022-02-03 22:00:00,7.72356,5.454,0.066264,23.89332,24.174,31.1904,1
2022-02-03 22:20:00,11.48632,5.454,0.014056,23.36708,19.992,25.3422,1
2022-02-03 22:40:00,10.3971,5.656,0.037148,23.29624,19.278,24.5214,1
2022-02-03 23:00:00,11.18926,6.06,0.063252,23.14444,0.612,19.8018,1
2022-02-03 23:20:00,8.21866,5.858,0.076304,23.11408,29.172,34.5762,1
2022-02-03 23:40:00,9.10984,5.555,0.091364,23.20516,7.446,29.1384,1
2022-02-04 00:00:00,6.04022,5.757,0.007028,22.58784,29.784,21.6486,1
2022-02-04 00:20:00,9.50592,5.656,0.08032,22.53724,5.508,27.0864,1
2022-02-04 00:40:00,9.50592,5.05,0.039156,22.4664,7.752,23.1876,1
2022-02-04 01:00:00,9.20886,5.555,0.078312,22.29436,8.874,21.8538,1
2022-02-04 01:20:00,8.02062,5.454,0.026104,22.18304,18.87,32.5242,1
2022-02-04 01:40:00,6.4363,5.353,0.011044,22.10208,0.612,30.78,1
2022-02-04 02:00:00,10.3971,5.656,0.052208,21.98064,25.908,23.598,1
2022-02-04 02:20:00,10.00102,5.151,0.04016,21.9098,25.704,22.4694,1
2022-02-04 02:40:00,8.21866,5.959,0.03514,21.78836,11.016,21.6486,1
2022-02-04 03:00:00,9.80298,5.959,0.07028,21.69728,3.264,33.345,1
2022-02-04 03:20:00,10.69416,6.06,0.022088,21.66692,10.812,26.3682,1
2022-02-04 03:40:00,8.21866,5.656,0.098392,21.39368,14.994,34.7814,1
2022-02-04 04:00:00,8.4167,5.353,0.043172,21.3532,14.382,26.4708,1
2022-02-04 04:20:00,8.4167,5.656,0.007028,21.32284,5.202,30.9852,1
2022-02-04 04:40:00,9.01082,5.454,0.074296,21.27224,28.764,33.1398,1
2022-02-04 05:00:00,8.02062,5.656,0.06024,21.37344,11.526,31.293,1
2022-02-04 05:20:00,10.10004,5.858,0.09036,21.6568,20.91,26.3682,1
2022-02-04 05:40:00,11.18926,6.06,0.091364,21.73776,9.894,23.8032,1
2022-02-04 06:00:00,7.03042,5.555,0.044176,21.86932,9.486,27.4968,1
2022-02-04 06:20:00,9.01082,5.959,0.034136,22.0616,18.564,20.8278,1
2022-02-04 06:40:00,11.8824,6.06,0.097388,22.34496,28.764,30.8826,1
2022-02-04 07:00:00,7.4265,5.757,0.099396,24.1868,27.336,27.189,1
2022-02-04 07:20:00,10.10004,5.555,0.0502,22.4158,23.256,32.0112,1
2022-02-04 07:40:00,8.21866,6.06,0.03514,22.517,18.972,21.4434,1
2022-02-04 08:00:00,8.51572,5.858,0.01004,22.77,30.6,33.858,1
2022-02-04 08:20:00,9.20886,5.757,0.004016,23.09384,26.928,25.0344,1
2022-02-04 08:40:00,7.03042,5.252,0.0251,23.19504,2.244,26.4708,1
2022-02-04 09:00:00,11.28828,5.656,0.008032,23.21528,16.932,26.5734,1
2022-02-04 09:20:00,11.3873,5.252,0.051204,23.59984,6.936,25.8552,1
2022-02-04 09:40:00,7.12944,5.858,0.054216,23.82248,28.662,30.78,1
2022-02-04 10:00:00,6.73336,5.05,0.072288,24.07548,30.294,30.267,1
2022-02-04 10:20:00,10.49612,5.454,0.054216,24.32848,6.324,20.007,1
2022-02-04 10:40:00,7.32748,5.959,0.091364,24.37908,7.14,31.0878,1
2022-02-04 11:00:00,8.51572,5.858,0.016064,24.50052,27.03,20.007,1
2022-02-04 11:20:00,10.8922,5.454,0.066264,24.5916,21.114,32.7294,1
2022-02-04 11:40:00,9.20886,5.757,0.056224,24.63208,12.648,29.4462,1
2022-02-04 12:00:00,10.69416,5.656,0.014056,24.82436,1.428,27.0864,1
2022-02-04 12:20:00,9.60494,5.555,0.076304,24.8446,10.506,24.2136,1
2022-02-04 12:40:00,6.13924,5.252,0.042168,25.06724,27.846,23.4954,1
2022-02-04 13:00:00,7.12944,5.05,0.019076,25.53276,24.072,24.624,1
2022-02-04 13:20:00,7.12944,5.555,0.083332,26.24116,17.442,20.6226,1
2022-02-04 13:40:00,6.73336,5.959,0.043172,26.22092,27.744,22.6746,1
2022-02-04 14:00:00,11.78338,5.959,0.09036,26.2108,3.366,20.7252,1
2022-02-04 14:20:00,9.902,5.959,0.036144,25.96792,11.016,33.0372,1
2022-02-04 14:40:00,6.33728,5.05,0.041164,25.76552,29.784,19.2888,1
2022-02-04 15:00:00,7.9216,5.252,0.009036,25.58336,24.072,29.8566,1
2022-02-04 15:20:00,8.9118,5.252,0.061244,25.56312,24.582,23.4954,1
2022-02-04 15:40:00,9.01082,5.454,0.001004,25.51252,24.684,29.0358,1
2022-02-04 16:00:00,9.60494,5.252,0.06526,25.27976,30.192,22.3668,1
2022-02-04 16:20:00,10.29808,5.454,0.08032,25.17856,8.874,25.3422,1
2022-02-04 16:40:00,11.09024,5.858,0.02008,25.03688,13.158,34.7814,1
2022-02-04 17:00:00,7.82258,5.151,0.096384,24.91544,26.826,23.598,1
2022-02-04 17:20:00,10.19906,5.555,0.004016,24.85472,16.218,20.9304,1
2022-02-04 17:40:00,8.81278,5.858,0.097388,24.8446,13.668,31.9086,1
2022-02-04 18:00:00,10.99122,5.353,0.007028,24.82436,11.22,31.9086,1
2022-02-04 18:20:00,5.9412,6.06,0.09036,24.67256,20.604,21.1356,1
2022-02-04 18:40:00,7.62454,5.151,0.044176,24.67256,12.75,32.319,1
2022-02-04 19:00:00,11.48632,5.05,0.04016,24.58148,2.856,19.2888,1
2022-02-04 19:20:00,7.4265,5.353,0.034136,24.50052,15.81,24.9318,1
2022-02-04 19:40:00,11.8824,5.858,0.017068,24.4904,27.132,25.8552,1
2022-02-04 20:00:00,6.73336,5.05,0.01506,24.41956,13.362,28.9332,1
2022-02-04 20:20:00,6.9314,6.06,0.004016,24.25764,2.652,24.3162,1
2022-02-04 20:40:00,9.70396,5.252,0.038152,24.07548,7.038,22.9824,1
2022-02-04 21:00:00,7.9216,5.858,0.048192,24.05524,20.502,21.546,1
2022-02-04 21:20:00,9.30788,5.454,0.053212,23.9844,15.606,26.4708,1
2022-02-04 21:40:00,9.30788,5.656,0.087348,23.95404,15.504,27.5994,1
2022-02-04 22:00:00,7.52552,5.05,0.002008,23.84272,23.562,27.4968,1
2022-02-04 22:20:00,8.51572,5.757,0.017068,23.54924,7.242,25.0344,1
2022-02-04 22:40:00,8.81278,5.05,0.089356,23.49864,3.366,28.215,1
2022-02-04 23:00:00,11.28828,5.555,0.079316,23.25576,18.258,19.1862,1
2022-02-04 23:20:00,10.19906,5.555,0.033132,23.23552,15.504,30.78,1
2022-02-04 23:40:00,7.82258,5.555,0.033132,22.73964,26.928,19.5966,1
2022-02-05 00:00:00,11.58534,5.959,0.04016,22.67892,21.624,23.7006,1
2022-02-05 00:20:00,6.9314,5.05,0.001004,22.64856,22.746,35.2944,1
2022-02-05 00:40:00,10.69416,5.252,0.07028,22.42592,4.182,28.1124,1
2022-02-05 01:00:00,7.22846,5.555,0.068272,22.28424,27.948,25.65,1
2022-02-05 01:20:00,9.902,5.555,0.099396,22.20328,9.69,32.4216,1
2022-02-05 01:40:00,9.4069,5.757,0.016064,22.17292,19.584,34.371,1
2022-02-05 02:00:00,10.29808,6.06,0.023092,22.0616,8.976,23.4954,1
2022-02-05 02:20:00,8.9118,6.06,0.014056,21.9098,7.752,19.2888,1
2022-02-05 02:40:00,6.73336,5.252,0.071284,21.87944,12.24,21.6486,1
2022-02-05 03:00:00,8.61474,5.454,0.073292,21.78836,0.918,35.1918,1
2022-02-05 03:20:00,6.4363,5.555,0.087348,21.758,20.706,27.3942,1
2022-02-05 03:40:00,10.3971,5.555,0.01004,21.7074,2.04,30.6774,1
2022-02-05 04:00:00,10.29808,5.252,0.039156,21.5556,4.386,21.4434,1
2022-02-05 04:20:00,6.63434,5.151,0.03514,21.505,9.384,28.9332,1
2022-02-05 04:40:00,11.78338,5.656,0.071284,21.36332,28.356,30.78,1
2022-02-05 05:00:00,10.59514,5.353,0.082328,21.27224,5.916,30.1644,1
2022-02-05 05:20:00,11.28828,5.959,0.031124,21.33296,17.34,29.4462,1
2022-02-05 05:40:00,10.29808,5.05,0.01506,21.41392,14.28,32.2164,1
2022-02-05 06:00:00,11.3873,5.555,0.034136,21.63656,28.764,26.9838,1
2022-02-05 06:20:00,10.59514,5.656,0.04016,21.64668,22.542,34.884,1
2022-02-05 06:40:00,9.50592,5.858,0.013052,21.81872,2.346,31.0878,1
2022-02-05 07:00:00,10.69416,5.151,0.087348,21.97052,20.196,27.3942,1
2022-02-05 07:20:00,7.32748,5.656,0.088352,24.27788,12.75,24.4188,1
2022-02-05 07:40:00,7.22846,5.757,0.059236,24.51064,13.872,28.6254,1
2022-02-05 08:00:00,7.72356,5.959,0.009036,24.63208,1.632,31.0878,1
2022-02-05 08:20:00,10.49612,5.252,0.093372,24.85472,10.608,25.8552,1
2022-02-05 08:40:00,7.12944,5.151,0.08534,25.07736,26.724,31.6008,1
2022-02-05 09:00:00,8.71376,5.959,0.092368,25.12796,14.892,26.2656,1
2022-02-05 09:20:00,8.31768,6.06,0.0753,25.21904,22.644,24.3162,1
2022-02-05 09:40:00,9.60494,5.05,0.08534,25.26964,23.562,28.9332,1
2022-02-05 10:00:00,8.31768,5.05,0.09036,25.27976,26.622,21.2382,1
2022-02-05 10:20:00,11.68436,5.05,0.094376,25.28988,17.442,22.8798,1
2022-02-05 10:40:00,10.10004,5.151,0.03514,25.39108,30.498,20.4174,1
2022-02-05 11:00:00,7.12944,5.05,0.073292,25.46192,12.75,19.3914,1
2022-02-05 11:20:00,8.9118,5.858,0.053212,25.48216,29.478,34.2684,1
2022-02-05 11:40:00,9.902,5.656,0.012048,25.51252,25.5,24.2136,1
2022-02-05 12:00:00,9.50592,5.454,0.081324,25.79588,1.632,24.0084,1
2022-02-05 12:20:00,10.8922,5.151,0.03514,25.86672,28.356,21.7512,1
2022-02-05 12:40:00,6.23826,5.05,0.043172,25.96792,26.724,30.78,1
