datetime,DO,PH,AMMONIA(mg/l),TEMP,NITRATE(PPM),TURBIDITY,feed_label,DO_stress,pH_dev,thermal_stress,NH3_toxic,CMSS,hour
2022-02-01 09:40:00,11.3873,5.353,0.057228,24.3892,22.44,32.832,2,0.0,2.1470000000000002,0.0,7.253598594152069e-06,0.3220681339964854,9
2022-02-01 10:00:00,9.50592,5.959,0.056224,24.50052,18.054,21.033,2,0.0,1.5410000000000004,0.0,2.8754086577618917e-05,0.2312218852164441,10
2022-02-01 10:20:00,10.79318,5.858,0.06526,24.60172,10.914,31.0878,2,0.0,1.6420000000000003,0.0,2.6452760203312897e-05,0.24636613190050832,10
2022-02-01 10:40:00,5.9412,5.05,0.006024,24.6422,1.428,32.7294,2,0.0,2.45,0.0,3.8006472385197905e-07,0.3675009501618096,10
2022-02-01 11:00:00,9.4069,5.454,0.013052,24.8952,8.568,30.9852,2,0.0,2.0460000000000003,0.0,2.0874092457260636e-06,0.3069052185231143,11
2022-02-01 11:20:00,7.52552,5.454,0.061244,24.96604,11.628,30.5748,2,0.0,2.0460000000000003,0.0,9.794766460714607e-06,0.3069244869161518,11
2022-02-01 11:40:00,6.73336,5.05,0.013052,24.98628,20.91,34.0632,2,0.0,2.45,0.0,8.234735683459546e-07,0.3675020586839209,11
2022-02-01 12:00:00,6.04022,5.858,0.053212,24.9964,12.75,29.8566,2,0.0,1.6420000000000003,0.0,2.1569173704239746e-05,0.24635392293426064,12
2022-02-01 12:20:00,7.82258,6.06,0.048192,25.43156,5.1,21.6486,1,0.0,1.4400000000000004,0.0,3.109529179898501e-05,0.21607773822949752,12
2022-02-01 12:40:00,6.73336,5.05,0.092368,25.4518,25.5,30.0618,2,0.0,2.45,0.0,5.827659099063679e-06,0.36751456914774766,12
2022-02-01 13:00:00,11.8824,5.656,0.089356,25.68456,28.05,27.3942,2,0.0,1.8440000000000003,0.0,2.27516619429056e-05,0.27665687915485726,13
2022-02-01 13:20:00,10.19906,5.555,0.008032,26.12984,0.918,25.2396,2,0.0,1.9450000000000003,0.0,1.620824721499099e-06,0.29175405206180377,13
2022-02-01 13:40:00,8.71376,5.353,0.089356,26.2614,29.682,22.9824,2,0.0,2.1470000000000002,0.0,1.132579429613218e-05,0.3220783144857403,13
2022-02-01 14:00:00,6.63434,5.454,0.04518,26.17032,3.978,22.6746,2,0.0,2.0460000000000003,0.0,7.225647389051759e-06,0.3069180641184726,14
2022-02-01 14:20:00,11.09024,5.05,0.091364,26.08936,15.606,30.6774,2,0.0,2.45,0.0,5.764314978421683e-06,0.36751441078744607,14
2022-02-01 14:40:00,11.09024,5.454,0.024096,25.66432,18.258,24.2136,2,0.0,2.0460000000000003,0.0,3.853678607494272e-06,0.30690963419651873,14
2022-02-01 15:00:00,6.04022,5.757,0.054216,25.28988,12.546,30.1644,2,0.0,1.7430000000000003,0.0,1.7417584555875767e-05,0.2614935439613897,15
2022-02-01 15:20:00,9.20886,5.858,0.0502,25.23928,30.294,21.1356,2,0.0,1.6420000000000003,0.0,2.034827707947146e-05,0.24635087069269873,15
2022-02-01 15:40:00,7.12944,5.252,0.0502,25.02676,8.262,22.059,2,0.0,2.248,0.0,5.04266467314197e-06,0.33721260666168285,15
2022-02-01 16:00:00,11.3873,5.353,0.056224,24.82436,3.978,33.6528,2,0.0,2.1470000000000002,0.0,7.1263424784651905e-06,0.32206781585619615,16
2022-02-01 16:20:00,6.4363,5.555,0.05522,24.72316,1.02,35.2944,2,0.0,1.9450000000000003,0.0,1.1143169960306306e-05,0.2917778579249008,16
2022-02-01 16:40:00,6.9314,5.151,0.003012,24.67256,24.072,35.2944,2,0.0,2.349,0.0,2.3978410570991203e-07,0.35235059946026426,16
2022-02-01 17:00:00,6.53532,5.757,0.02008,24.53088,30.498,32.5242,2,0.0,1.7430000000000003,0.0,6.450957242916951e-06,0.2614661273931073,17
2022-02-01 17:20:00,8.71376,5.757,0.076304,24.47016,6.63,32.6268,2,0.0,1.7430000000000003,0.0,2.451363752308441e-05,0.26151128409380775,17
2022-02-01 17:40:00,8.71376,6.06,0.003012,24.40944,24.684,20.2122,1,0.0,1.4400000000000004,0.0,1.9434557374365633e-06,0.21600485863934366,17
2022-02-01 18:00:00,7.32748,6.06,0.06526,24.3892,2.652,34.884,1,0.0,1.4400000000000004,0.0,4.210820764445887e-05,0.2161052705191112,18
2022-02-01 18:20:00,9.01082,6.06,0.092368,24.35884,20.91,19.1862,1,0.0,1.4400000000000004,0.0,5.959930928138794e-05,0.21614899827320352,18
2022-02-01 18:40:00,7.62454,5.353,0.01506,24.34872,28.152,30.267,2,0.0,2.1470000000000002,0.0,1.908841735303176e-06,0.32205477210433825,18
2022-02-01 19:00:00,9.60494,6.06,0.051204,24.17668,20.094,28.0098,1,0.0,1.4400000000000004,0.0,3.3038747536421576e-05,0.2160825968688411,19
2022-02-01 19:20:00,5.9412,5.959,0.061244,24.14632,21.93,27.8046,2,0.0,1.5410000000000004,0.0,3.132141573633489e-05,0.23122830353934087,19
2022-02-01 19:40:00,8.81278,5.454,0.028112,24.07548,16.524,34.4736,2,0.0,2.0460000000000003,0.0,4.4959583754099835e-06,0.30691123989593855,19
2022-02-01 20:00:00,9.20886,5.05,0.017068,23.99452,19.482,26.7786,2,0.0,2.45,0.0,1.0768500509139406e-06,0.36750269212512726,20
2022-02-01 20:20:00,10.69416,5.151,0.09036,23.6808,11.526,26.676,2,0.0,2.349,0.0,7.193523171297361e-06,0.3523679838079282,20
2022-02-01 20:40:00,7.9216,5.454,0.083332,23.51888,0.306,26.5734,2,0.0,2.0460000000000003,0.0,1.3327305184251024e-05,0.3069333182629606,20
2022-02-01 21:00:00,8.81278,5.252,0.068272,23.43792,22.542,19.6992,2,0.0,2.248,0.0,6.858023955473078e-06,0.3372171450598887,21
2022-02-01 21:20:00,9.50592,5.252,0.061244,23.41768,1.734,28.8306,2,0.0,2.248,0.0,6.152050901233202e-06,0.3372153801272531,21
2022-02-01 21:40:00,11.48632,5.353,0.092368,23.1748,16.83,27.3942,2,0.0,2.1470000000000002,0.0,1.1707562643192814e-05,0.322079268906608,21
2022-02-01 22:00:00,8.81278,5.353,0.01004,22.96228,21.624,23.1876,2,0.0,2.1470000000000002,0.0,1.2725611568687841e-06,0.3220531814028922,22
2022-02-01 22:20:00,9.902,5.454,0.012048,22.94204,21.624,22.059,2,0.0,2.0460000000000003,0.0,1.926839303747136e-06,0.3069048170982594,22
2022-02-01 22:40:00,9.80298,5.656,0.04518,22.84084,23.052,24.8292,2,0.0,1.8440000000000003,0.0,1.150364929697474e-05,0.2766287591232425,22
2022-02-01 23:00:00,8.71376,5.252,0.046184,22.70928,13.566,20.2122,2,0.0,2.248,0.0,4.639251499290612e-06,0.33721159812874824,23
2022-02-01 23:20:00,11.8824,5.757,0.098392,22.67892,30.192,33.2424,2,0.0,1.7430000000000003,0.0,3.160969049029306e-05,0.26152902422622576,23
2022-02-01 23:40:00,10.29808,5.959,0.049196,22.94204,0.918,33.6528,2,0.0,1.5410000000000004,0.0,2.515982575541655e-05,0.2312128995643886,23
2022-02-02 00:00:00,8.02062,5.555,0.058232,22.86108,0.816,31.3956,2,0.0,1.9450000000000003,0.0,1.1750979230868468e-05,0.2917793774480772,0
2022-02-02 00:20:00,11.18926,5.757,0.068272,22.84084,20.706,24.0084,2,0.0,1.7430000000000003,0.0,2.1933254625917632e-05,0.2615048331365648,0
2022-02-02 00:40:00,6.4363,5.757,0.00502,22.80036,25.194,21.4434,2,0.0,1.7430000000000003,0.0,1.6127393107292377e-06,0.2614540318482768,0
2022-02-02 01:00:00,9.10984,5.353,0.067268,22.79024,25.092,34.9866,2,0.0,2.1470000000000002,0.0,8.526159751020852e-06,0.32207131539937756,1
2022-02-02 01:20:00,10.29808,5.959,0.049196,22.47652,21.828,21.2382,2,0.0,1.5410000000000004,0.0,2.515982575541655e-05,0.2312128995643886,1
2022-02-02 01:40:00,9.10984,5.151,0.002008,22.38544,24.582,30.6774,2,0.0,2.349,0.0,1.598560704732747e-07,0.35235039964017617,1
2022-02-02 02:00:00,6.73336,5.05,0.089356,22.29436,27.54,31.293,2,0.0,2.45,0.0,5.637626737137689e-06,0.3675140940668428,2
2022-02-02 02:20:00,11.48632,5.454,0.031124,22.14256,0.204,21.3408,2,0.0,2.0460000000000003,0.0,4.977668201346768e-06,0.3069124441705034,2
2022-02-02 02:40:00,10.49612,5.656,0.094376,22.05148,7.242,31.9086,2,0.0,1.8440000000000003,0.0,2.4029845198125016e-05,0.2766600746129953,2
2022-02-02 03:00:00,6.63434,5.757,0.077308,21.93004,15.3,28.4202,2,0.0,1.7430000000000003,0.06995999999999825,2.483618538523026e-05,0.2720060904634628,3
2022-02-02 03:20:00,10.00102,5.353,0.019076,21.87944,3.978,32.2164,2,0.0,2.1470000000000002,0.12056000000000111,2.4178661980506896e-06,0.3401400446654953,3
2022-02-02 03:40:00,8.51572,5.05,0.064256,21.8086,6.834,21.2382,2,0.0,2.45,0.19140000000000157,4.054023721087776e-06,0.3962201350593029,3
2022-02-02 04:00:00,6.4363,5.353,0.019076,21.758,5.1,34.4736,2,0.0,2.1470000000000002,0.24200000000000088,2.4178661980506896e-06,0.35835604466549525,4
2022-02-02 04:20:00,6.13924,5.353,0.05522,21.71752,20.604,35.2944,2,0.0,2.1470000000000002,0.2824799999999996,6.999086362778312e-06,0.3644394977159069,4
2022-02-02 04:40:00,10.19906,5.555,0.012048,21.6062,28.764,22.4694,2,0.0,1.9450000000000003,0.3937999999999988,2.431237082248649e-06,0.3508260780927055,4
2022-02-02 05:00:00,10.00102,5.858,0.039156,21.77824,24.786,24.624,2,0.0,1.6420000000000003,0.22175999999999974,1.587165612198774e-05,0.279603679140305,5
2022-02-02 05:20:00,11.58534,5.454,0.061244,22.18304,24.99,34.1658,2,0.0,2.0460000000000003,0.0,9.794766460714607e-06,0.3069244869161518,5
2022-02-02 05:40:00,11.78338,5.252,0.071284,22.19316,24.786,31.293,2,0.0,2.248,0.0,7.160583835861596e-06,0.33721790145958963,5
2022-02-02 06:00:00,10.59514,5.353,0.029116,22.22352,22.848,24.2136,2,0.0,2.1470000000000002,0.0,3.6904273549194735e-06,0.3220592260683873,6
2022-02-02 06:20:00,8.61474,5.252,0.05522,22.57772,19.686,30.0618,2,0.0,2.248,0.0,5.546931140456166e-06,0.33721386732785114,6
2022-02-02 06:40:00,11.48632,5.151,0.021084,23.33672,10.914,24.9318,2,0.0,2.349,0.0,1.6784887399693843e-06,0.35235419622184994,6
2022-02-02 07:00:00,7.22846,5.454,0.049196,23.4278,5.916,23.7006,2,0.0,2.0460000000000003,0.0,7.86792715696747e-06,0.3069196698178924,7
2022-02-02 07:20:00,8.4167,5.05,0.0502,22.47652,28.968,34.4736,2,0.0,2.45,0.0,3.1672060320998256e-06,0.36750791801508026,7
2022-02-02 07:40:00,9.70396,5.858,0.087348,22.53724,10.914,33.2424,2,0.0,1.6420000000000003,0.0,3.5406002118280336e-05,0.24638851500529574,7
2022-02-02 08:00:00,11.58534,5.151,0.1004,22.79024,27.234,21.033,2,0.0,2.349,0.0,7.992803523663736e-06,0.35236998200880915,8
2022-02-02 08:20:00,10.79318,5.252,0.077308,23.60996,26.826,25.0344,2,0.0,2.248,0.0,7.765703596638633e-06,0.3372194142589916,8
2022-02-02 08:40:00,6.73336,5.757,0.04016,23.60996,14.79,28.5228,2,0.0,1.7430000000000003,0.0,1.2901914485833901e-05,0.2614822547862146,8
2022-02-02 09:00:00,11.78338,5.959,0.09538,23.71116,1.53,29.754,2,0.0,1.5410000000000004,0.0,4.877925401560352e-05,0.23127194813503907,9
2022-02-02 09:20:00,8.11964,5.151,0.018072,24.035,0.306,20.4174,2,0.0,2.349,0.0,1.4387046342594724e-06,0.3523535967615856,9
2022-02-02 09:40:00,7.22846,5.555,0.03012,24.04512,17.748,21.033,2,0.0,1.9450000000000003,0.0,6.078092705621622e-06,0.2917651952317641,9
2022-02-02 10:00:00,9.10984,5.959,0.093372,24.16656,13.158,23.9058,2,0.0,1.5410000000000004,0.0,4.7752322352117126e-05,0.23126938080588033,10
2022-02-02 10:20:00,6.33728,5.858,0.056224,24.27788,1.53,29.241,2,0.0,1.6420000000000003,0.0,2.2790070329008036e-05,0.24635697517582256,10
2022-02-02 10:40:00,10.49612,5.959,0.083332,24.30824,19.278,31.806,2,0.0,1.5410000000000004,0.0,4.261766403468518e-05,0.23125654416008676,10
2022-02-02 11:00:00,9.4069,5.858,0.097388,24.31836,12.75,24.9318,2,0.0,1.6420000000000003,0.0,3.947565753417463e-05,0.24639868914383548,11
2022-02-02 11:20:00,10.99122,5.858,0.078312,24.794,21.522,24.9318,2,0.0,1.6420000000000003,0.0,3.174331224397548e-05,0.24637935828060997,11
2022-02-02 11:40:00,7.9216,5.353,0.077308,24.80412,15.402,20.4174,2,0.0,2.1470000000000002,0.0,9.798720907889637e-06,0.32207449680226974,11
2022-02-02 12:00:00,9.30788,5.353,0.031124,25.11784,13.77,32.319,2,0.0,2.1470000000000002,0.0,3.9449395862932305e-06,0.3220598623489657,12
2022-02-02 12:20:00,9.10984,5.05,0.021084,25.38096,28.05,22.6746,2,0.0,2.45,0.0,1.3302265334819266e-06,0.3675033255663337,12
2022-02-02 12:40:00,10.99122,5.656,0.09538,25.64408,9.894,22.059,2,0.0,1.8440000000000003,0.0,2.4285481849168898e-05,0.2766607137046229,12
2022-02-02 13:00:00,9.902,5.757,0.071284,26.03876,8.364,27.5994,2,0.0,1.7430000000000003,0.0,2.2900898212355172e-05,0.2615072522455309,13
2022-02-02 13:20:00,7.82258,5.252,0.076304,26.28164,15.3,24.9318,2,0.0,2.248,0.0,7.664850303175792e-06,0.3372191621257579,13
2022-02-02 13:40:00,7.03042,5.151,0.008032,26.30188,1.734,30.8826,2,0.0,2.349,0.0,6.394242818930988e-07,0.35235159856070475,13
2022-02-02 14:00:00,6.83238,5.555,0.007028,26.2614,2.448,29.9592,2,0.0,1.9450000000000003,0.0,1.4182216313117118e-06,0.2917535455540783,14
2022-02-02 14:20:00,9.70396,6.06,0.071284,26.19056,3.672,25.8552,1,0.0,1.4400000000000004,0.0,4.5995119119331995e-05,0.2161149877977984,14
2022-02-02 14:40:00,6.13924,5.858,0.054216,26.13996,8.67,30.78,2,0.0,1.6420000000000003,0.0,2.1976139245829176e-05,0.24635494034811461,14
2022-02-02 15:00:00,10.59514,5.151,0.014056,26.04888,24.99,19.9044,2,0.0,2.349,0.0,1.118992493312923e-06,0.35235279748123327,15
2022-02-02 15:20:00,8.9118,5.555,0.011044,25.92744,28.05,28.0098,2,0.0,1.9450000000000003,0.0,2.2286339920612614e-06,0.29175557158498017,15
2022-02-02 15:40:00,6.4363,5.454,0.009036,25.91732,23.97,30.3696,2,0.0,2.0460000000000003,0.0,1.445129477810352e-06,0.30690361282369455,15
2022-02-02 16:00:00,6.63434,5.555,0.059236,25.84648,16.422,31.4982,2,0.0,1.9450000000000003,0.0,1.1953582321055856e-05,0.2917798839558026,16
2022-02-02 16:20:00,11.3873,5.05,0.026104,25.56312,29.274,28.8306,2,0.0,2.45,0.0,1.6469471366919092e-06,0.3675041173678417,16
2022-02-02 16:40:00,7.22846,5.757,0.093372,25.52264,15.708,28.8306,2,0.0,1.7430000000000003,0.0,2.999695117956382e-05,0.2615249923779489,16
2022-02-02 17:00:00,6.53532,5.151,0.062248,25.11784,17.136,23.2902,2,0.0,2.349,0.0,4.955538184671516e-06,0.35236238884546167,17
2022-02-02 17:20:00,10.00102,5.656,0.019076,25.047,29.172,24.7266,2,0.0,1.8440000000000003,0.0,4.857096369833779e-06,0.2766121427409246,17
2022-02-02 17:40:00,6.13924,5.151,0.096384,24.87496,6.936,20.3148,2,0.0,2.349,0.0,7.673091382717185e-06,0.3523691827284568,17
2022-02-02 18:00:00,6.73336,5.151,0.049196,24.83448,8.262,25.137,2,0.0,2.349,0.0,3.91647372659523e-06,0.3523597911843165,18
2022-02-02 18:20:00,9.70396,5.959,0.083332,24.541,25.602,29.3436,2,0.0,1.5410000000000004,0.0,4.261766403468518e-05,0.23125654416008676,18
2022-02-02 18:40:00,11.78338,5.05,0.08534,24.52076,3.978,32.6268,2,0.0,2.45,0.0,5.384250254569703e-06,0.3675134606256364,18
2022-02-02 19:00:00,7.62454,5.353,0.017068,24.41956,23.052,19.5966,2,0.0,2.1470000000000002,0.0,2.1633539666769326e-06,0.3220554083849167,19
2022-02-02 19:20:00,11.48632,5.858,0.00502,24.2374,5.304,20.52,2,0.0,1.6420000000000003,0.0,2.034827707947146e-06,0.2463050870692699,19
2022-02-02 19:40:00,7.22846,5.959,0.022088,24.22728,15.606,24.5214,2,0.0,1.5410000000000004,0.0,1.1296248298350288e-05,0.23117824062074593,19
2022-02-02 20:00:00,8.9118,5.353,0.041164,24.17668,9.384,31.7034,2,0.0,2.1470000000000002,0.0,5.217500743162014e-06,0.3220630437518579,20
2022-02-02 20:20:00,9.01082,5.555,0.03012,24.1362,4.998,35.1918,2,0.0,1.9450000000000003,0.0,6.078092705621622e-06,0.2917651952317641,20
2022-02-02 20:40:00,10.29808,6.06,0.03012,23.96416,26.112,32.832,1,0.0,1.4400000000000004,0.0,1.9434557374365633e-05,0.21604858639343597,20
2022-02-02 21:00:00,8.31768,5.05,0.023092,23.782,24.786,35.1918,2,0.0,2.45,0.0,1.4569147747659198e-06,0.3675036422869369,21
2022-02-02 21:20:00,11.09024,6.06,0.067268,23.75164,5.508,31.9086,1,0.0,1.4400000000000004,0.0,4.340384480274991e-05,0.21610850961200692,21
2022-02-02 21:40:00,6.73336,5.05,0.041164,23.62008,20.094,27.4968,2,0.0,2.45,0.0,2.5971089463218566e-06,0.3675064927723658,21
2022-02-02 22:00:00,6.23826,5.555,0.037148,23.53912,23.46,19.6992,2,0.0,1.9450000000000003,0.0,7.496314336933334e-06,0.29176874078584236,22
2022-02-02 22:20:00,9.60494,5.05,0.009036,23.48852,1.53,20.52,2,0.0,2.45,0.0,5.700970857779686e-07,0.36750142524271445,22
2022-02-02 22:40:00,7.32748,5.656,0.041164,23.41768,18.564,25.4448,2,0.0,1.8440000000000003,0.0,1.0481102692799207e-05,0.276626202756732,22
2022-02-02 23:00:00,10.19906,5.959,0.07028,23.34684,5.406,29.8566,2,0.0,1.5410000000000004,0.0,3.5942608222023645e-05,0.23123985652055512,23
2022-02-02 23:20:00,10.69416,5.05,0.034136,23.06348,8.466,23.2902,2,0.0,2.45,0.0,2.153700101827881e-06,0.3675053842502546,23
2022-02-02 23:40:00,7.12944,5.656,0.063252,22.96228,22.44,20.007,2,0.0,1.8440000000000003,0.0,1.610510901576464e-05,0.27664026277253945,23
2022-02-03 00:00:00,6.63434,5.555,0.016064,23.16468,30.294,20.2122,2,0.0,1.9450000000000003,0.0,3.241649442998198e-06,0.29175810412360753,0
2022-02-03 00:20:00,11.68436,5.252,0.021084,22.99264,6.222,23.9058,2,0.0,2.248,0.0,2.117919162719627e-06,0.3372052947979068,0
2022-02-03 00:40:00,6.83238,5.05,0.092368,22.98252,2.448,30.4722,2,0.0,2.45,0.0,5.827659099063679e-06,0.36751456914774766,0
2022-02-03 01:00:00,10.59514,5.656,0.092368,22.72952,3.366,31.6008,2,0.0,1.8440000000000003,0.0,2.351857189603725e-05,0.2766587964297401,1
2022-02-03 01:20:00,6.53532,5.252,0.09538,22.6182,2.142,27.5994,2,0.0,2.248,0.0,9.581062878969742e-06,0.3372239526571974,1
2022-02-03 01:40:00,11.8824,6.06,0.072288,22.60808,23.766,34.6788,1,0.0,1.4400000000000004,0.0,4.664293769847752e-05,0.21611660734424626,1
2022-02-03 02:00:00,9.30788,5.757,0.057228,22.59796,26.724,27.4968,2,0.0,1.7430000000000003,0.0,1.838522814231331e-05,0.2614959630703558,2
2022-02-03 02:20:00,9.70396,5.151,0.056224,22.48664,8.16,30.8826,2,0.0,2.349,0.0,4.475969973251692e-06,0.35236118992493315,2
2022-02-03 02:40:00,8.81278,5.353,0.069276,22.28424,25.296,27.9072,2,0.0,2.1470000000000002,0.0,8.78067198239461e-06,0.322071951679956,2
2022-02-03 03:00:00,11.78338,5.05,0.074296,22.22352,15.504,28.6254,2,0.0,2.45,0.0,4.687464927507742e-06,0.36751171866231874,3
2022-02-03 03:20:00,8.31768,5.151,0.039156,22.05148,13.77,32.9346,2,0.0,2.349,0.0,3.117193374228857e-06,0.35235779298343556,3
2022-02-03 03:40:00,10.10004,5.454,0.009036,21.98064,3.264,28.9332,2,0.0,2.0460000000000003,0.019359999999998934,1.445129477810352e-06,0.3098076128236944,3
2022-02-03 04:00:00,8.51572,5.05,0.006024,21.9604,0.408,31.1904,2,0.0,2.45,0.03960000000000008,3.8006472385197905e-07,0.3734409501618096,4
2022-02-03 04:20:00,11.3873,5.757,0.04016,21.73776,9.996,29.241,2,0.0,1.7430000000000003,0.2622399999999985,1.2901914485833901e-05,0.3008182547862144,4
2022-02-03 04:40:00,11.58534,5.959,0.013052,21.38356,6.936,22.2642,2,0.0,1.5410000000000004,0.6164400000000008,6.675055812661534e-06,0.32363268763953185,4
2022-02-03 05:00:00,8.61474,5.05,0.06526,21.6062,26.826,35.1918,2,0.0,2.45,0.3937999999999988,4.1173678417297725e-06,0.42658029341960413,5
2022-02-03 05:20:00,9.902,5.05,0.004016,21.61632,10.098,24.7266,2,0.0,2.45,0.38367999999999824,2.53376482567986e-07,0.42505263344120614,5
2022-02-03 05:40:00,8.31768,5.05,0.067268,21.64668,2.856,29.4462,2,0.0,2.45,0.3533200000000001,4.244056083013766e-06,0.4205086101402075,5
2022-02-03 06:00:00,11.78338,6.06,0.0502,22.04136,16.932,28.215,1,0.0,1.4400000000000004,0.0,3.239092895727605e-05,0.21608097732239323,6
2022-02-03 06:20:00,8.9118,5.151,0.003012,22.07172,3.366,23.3928,2,0.0,2.349,0.0,2.3978410570991203e-07,0.35235059946026426,6
2022-02-03 06:40:00,8.11964,5.454,0.011044,22.33484,18.666,27.4968,2,0.0,2.0460000000000003,0.0,1.766269361768208e-06,0.30690441567340443,6
2022-02-03 07:00:00,10.8922,6.06,0.083332,22.33484,14.892,30.267,1,0.0,1.4400000000000004,0.0,5.376894206907825e-05,0.21613442235517275,7
2022-02-03 07:20:00,8.51572,5.757,0.066264,23.50876,22.542,22.2642,2,0.0,1.7430000000000003,0.0,2.1288158901625937e-05,0.2615032203972541,7
2022-02-03 07:40:00,9.50592,5.858,0.03514,23.5796,2.652,22.1616,2,0.0,1.6420000000000003,0.0,1.424379395563002e-05,0.2463356094848891,7
2022-02-03 08:00:00,10.19906,5.05,0.011044,23.81236,7.038,34.884,2,0.0,2.45,0.0,6.967853270619616e-07,0.36750174196331764,8
2022-02-03 08:20:00,6.53532,5.151,0.0753,24.035,22.95,28.5228,2,0.0,2.349,0.0,5.994602642747802e-06,0.35236498650660686,8
2022-02-03 08:40:00,7.12944,5.252,0.043172,24.31836,13.77,30.0618,2,0.0,2.248,0.0,4.336691618902094e-06,0.33721084172904725,8
2022-02-03 09:00:00,8.02062,5.151,0.044176,24.3386,1.428,27.702,2,0.0,2.349,0.0,3.5168335504120437e-06,0.35235879208387605,9
